city_id,population,average_income,average_age,employment_rate,gpi,elevation,average_temperature,rainfall
1,0.5361640097983141,-0.04626416600700876,0.283342566954028,0.03702683984663341,-1.398481941074684,-0.6673627479344059,1.5276120703932319,-0.828853246218518
2,0.581323217360506,-0.3810751851768802,-1.2820859797533088,1.052626069230695,0.36497360187054956,0.588904919690229,0.4404440518064924,0.9217476629246658
3,-0.21579716407035765,1.7224306481954688,-0.8182552992474312,-0.14702709383558374,0.4505560756404351,0.6688726767669512,1.0808298221211554,0.8668457337424705
4,-0.9504631486039754,-1.5738670595643973,0.6891944123966708,-1.5544283958055012,0.5370145792226046,-0.4910897350233517,-1.433550918034985,0.30891222914264305
5,1.636803554124895,-1.0457995260298663,0.3413214020172627,0.9830810147682851,-0.7886018386017555,-0.2916002765093782,-0.3782029640515937,-0.9737030406679997
6,0.8132760061325083,-1.3662488758776687,-0.006551608362145494,-1.038139379708012,-1.6661644122683466,1.6190272097753162,-0.420080924563994,-1.3685096929552971
7,1.673654980775912,-1.1509711352191703,-0.7022976291209618,-0.8402828739741178,1.6379552942583915,1.6018298426620428,1.3690389946857267,-1.4804168339790396
8,-0.1562103339107892,-0.7291431298748151,-1.629958990132717,-1.1648121720346767,-0.8460261824947931,-0.7301331378978544,-1.1973269884541353,0.3236957997378627
9,-0.1380403237826194,0.8463688195492697,1.0950462578393136,-0.5928830604249445,0.6327444202959053,0.514096372747489,-1.195528579715917,1.1168838764556357
10,0.8844825148265196,-0.049099675078289017,-0.9921918044371353,0.8810490700619482,0.7391949930463464,0.4100523017121838,-0.5785814612319421,1.230550792714415
11,0.024444241181651796,-1.0193224997668726,-1.5140013200062474,0.06081234675839399,0.4031063776857382,1.1925325053661315,-1.5357243833528322,-0.11695273728152074
12,-1.116412216847109,0.08630508927362665,-0.23846694861508427,-1.0259843936315083,-0.6303173495722653,-1.0001318015762495,-1.0887701320787295,0.9777186938824549
13,-0.13885516700411785,0.19725819098489178,-0.296445783678319,1.299446142831185,-0.7757519550210413,-0.6759614314910426,1.6446364302300436,1.5328527786660129
14,0.39295921748556895,-0.831479229992839,-0.006551608362145494,1.305499553192234,0.3601863061361296,1.2226278978143603,-0.23068336834625497,-0.7603130286202031
15,-0.5564282479222225,-0.9548791117832305,-1.1081494745636047,1.2743874526717887,1.293875879090572,0.48142137523226913,0.48111928041041613,-0.34111675242877376
